fid1	iid1	fid2	iid2	total_ibd_cm	num_segments	max_segment_cm	proportion_shared	predicted_relationship
HG00731	HG00731	HG01168	HG01168	4.101	1	4.101	0.07456363636363636	unrelated
HG00731	HG00731	HG01169	HG01169	4.101	1	4.101	0.07456363636363636	unrelated
HG00732	HG00732	HG00733	HG00733	51.760000000000005	7	20.622	0.9410909090909092	full-sibling
HG00732	HG00732	HG01052	HG01052	4.357	1	4.357	0.07921818181818183	unrelated
HG00732	HG00732	HG01053	HG01053	4.527	1	4.527	0.08230909090909092	unrelated
HG00732	HG00732	HG01174	HG01174	6.673	1	6.673	0.12132727272727273	third-degree
HG00732	HG00732	HG01175	HG01175	3.436	1	3.436	0.06247272727272727	unrelated
HG00732	HG00732	HG01694	HG01694	3.262	1	3.262	0.05930909090909091	unrelated
HG00733	HG00733	HG01052	HG01052	4.357	1	4.357	0.07921818181818183	unrelated
HG00733	HG00733	HG01053	HG01053	4.527	1	4.527	0.08230909090909092	unrelated
HG00733	HG00733	HG01054	HG01054	4.068	1	4.068	0.07396363636363636	unrelated
HG00734	HG00734	HG00735	HG00735	34.633	8	6.067	0.6296909090909092	full-sibling
HG00734	HG00734	HG01054	HG01054	3.126	1	3.126	0.056836363636363636	unrelated
HG00734	HG00734	HG01056	HG01056	7.475	2	4.349	0.1359090909090909	third-degree
HG00735	HG00735	HG01047	HG01047	62.573	13	6.841	1.137690909090909	full-sibling
HG00735	HG00735	HG01061	HG01061	7.652	2	4.107	0.13912727272727274	third-degree
HG00735	HG00735	HG01062	HG01062	7.652	2	4.107	0.13912727272727274	third-degree
HG00735	HG00735	HG01067	HG01067	5.491	1	5.491	0.09983636363636363	third-degree
HG00735	HG00735	HG01068	HG01068	5.491	1	5.491	0.09983636363636363	third-degree
HG00735	HG00735	HG01071	HG01071	3.051	1	3.051	0.05547272727272728	unrelated
HG00735	HG00735	HG01097	HG01097	3.253	1	3.253	0.05914545454545455	unrelated
HG00735	HG00735	HG01098	HG01098	4.566	1	4.566	0.08301818181818181	unrelated
HG00735	HG00735	HG01099	HG01099	3.253	1	3.253	0.05914545454545455	unrelated
HG00735	HG00735	HG01197	HG01197	3.408	1	3.408	0.06196363636363636	unrelated
HG00735	HG00735	HG01199	HG01199	3.098	1	3.098	0.056327272727272726	unrelated
HG00736	HG00736	HG00738	HG00738	52.845	4	22.379	0.9608181818181818	parent-child
HG00736	HG00736	HG01061	HG01061	9.381	2	5.365	0.17056363636363636	third-degree
HG00736	HG00736	HG01062	HG01062	9.911	1	9.911	0.1802	third-degree
HG00736	HG00736	HG01183	HG01183	8.161000000000001	2	4.344	0.1483818181818182	third-degree
HG00736	HG00736	HG01188	HG01188	5.536	1	5.536	0.10065454545454544	third-degree
HG00737	HG00737	HG00738	HG00738	46.74	8	9.921	0.8498181818181818	full-sibling
HG00737	HG00737	HG00740	HG00740	3.638	1	3.638	0.06614545454545455	unrelated
HG00737	HG00737	HG00741	HG00741	7.083	2	3.638	0.1287818181818182	third-degree
HG00737	HG00737	HG01108	HG01108	5.303	1	5.303	0.09641818181818182	third-degree
HG00737	HG00737	HG01109	HG01109	5.303	1	5.303	0.09641818181818182	third-degree
HG00737	HG00737	HG01182	HG01182	3.11	1	3.11	0.056545454545454545	unrelated
HG00737	HG00737	HG01184	HG01184	3.457	1	3.457	0.06285454545454545	unrelated
HG00737	HG00737	HG01188	HG01188	4.373	1	4.373	0.07950909090909092	unrelated
HG00737	HG00737	HG01189	HG01189	4.373	1	4.373	0.07950909090909092	unrelated
HG00738	HG00738	HG01061	HG01061	9.381	2	5.365	0.17056363636363636	third-degree
HG00738	HG00738	HG01062	HG01062	9.911	1	9.911	0.1802	third-degree
HG00738	HG00738	HG01073	HG01073	9.227	2	5.361	0.16776363636363636	third-degree
HG00738	HG00738	HG01074	HG01074	9.227	1	9.227	0.16776363636363636	third-degree
HG00738	HG00738	HG01106	HG01106	4.489	1	4.489	0.08161818181818181	unrelated
HG00738	HG00738	HG01107	HG01107	3.298	1	3.298	0.059963636363636365	unrelated
HG00738	HG00738	HG01108	HG01108	5.303	1	5.303	0.09641818181818182	third-degree
HG00738	HG00738	HG01109	HG01109	5.303	1	5.303	0.09641818181818182	third-degree
HG00738	HG00738	HG01176	HG01176	4.439	1	4.439	0.08070909090909091	unrelated
HG00738	HG00738	HG01248	HG01248	3.298	1	3.298	0.059963636363636365	unrelated
HG00739	HG00739	HG00741	HG00741	52.137	11	6.277	0.9479454545454545	full-sibling
HG00740	HG00740	HG00741	HG00741	49.428	9	9.899	0.8986909090909091	full-sibling
HG00740	HG00740	HG01050	HG01050	5.293	1	5.293	0.09623636363636363	third-degree
HG00740	HG00740	HG01056	HG01056	3.332	1	3.332	0.06058181818181818	unrelated
HG00740	HG00740	HG01060	HG01060	10.088000000000001	2	6.492	0.18341818181818184	second-degree
HG00740	HG00740	HG01072	HG01072	8.031	2	4.152	0.14601818181818182	third-degree
HG00740	HG00740	HG01083	HG01083	6.492	1	6.492	0.11803636363636363	third-degree
HG00740	HG00740	HG01174	HG01174	3.521	1	3.521	0.06401818181818182	unrelated
HG00740	HG00740	HG01175	HG01175	3.521	1	3.521	0.06401818181818182	unrelated
HG00740	HG00740	HG01197	HG01197	4.152	1	4.152	0.0754909090909091	unrelated
HG00740	HG00740	HG01199	HG01199	4.251	1	4.251	0.07729090909090909	unrelated
HG00741	HG00741	HG01048	HG01048	3.163	1	3.163	0.057509090909090906	unrelated
HG00741	HG00741	HG01050	HG01050	5.538	1	5.538	0.1006909090909091	third-degree
HG00741	HG00741	HG01056	HG01056	3.233	1	3.233	0.058781818181818185	unrelated
HG00741	HG00741	HG01060	HG01060	3.596	1	3.596	0.06538181818181818	unrelated
HG00741	HG00741	HG01072	HG01072	4.251	1	4.251	0.07729090909090909	unrelated
HG00741	HG00741	HG01197	HG01197	4.251	1	4.251	0.07729090909090909	unrelated
HG00741	HG00741	HG01199	HG01199	4.152	1	4.152	0.0754909090909091	unrelated
HG01047	HG01047	HG01052	HG01052	3.43	1	3.43	0.062363636363636364	unrelated
HG01047	HG01047	HG01061	HG01061	4.107	1	4.107	0.07467272727272728	unrelated
HG01047	HG01047	HG01062	HG01062	4.107	1	4.107	0.07467272727272728	unrelated
HG01047	HG01047	HG01067	HG01067	3.756	1	3.756	0.06829090909090908	unrelated
HG01047	HG01047	HG01068	HG01068	3.756	1	3.756	0.06829090909090908	unrelated
HG01047	HG01047	HG01071	HG01071	3.051	1	3.051	0.05547272727272728	unrelated
HG01047	HG01047	HG01098	HG01098	3.089	1	3.089	0.05616363636363636	unrelated
HG01047	HG01047	HG01177	HG01177	10.677999999999999	3	4.153	0.19414545454545454	second-degree
HG01047	HG01047	HG01197	HG01197	3.089	1	3.089	0.05616363636363636	unrelated
HG01047	HG01047	HG01199	HG01199	3.089	1	3.089	0.05616363636363636	unrelated
HG01048	HG01048	HG01050	HG01050	39.429	5	16.202	0.7168909090909091	full-sibling
HG01048	HG01048	HG01080	HG01080	10.391	2	6.786	0.18892727272727272	second-degree
HG01049	HG01049	HG01050	HG01050	22.174999999999997	4	10.11	0.40318181818181814	full-sibling
HG01050	HG01050	HG01072	HG01072	3.626	1	3.626	0.06592727272727272	unrelated
HG01050	HG01050	HG01101	HG01101	3.383	1	3.383	0.06150909090909091	unrelated
HG01051	HG01051	HG01053	HG01053	46.292	8	9.652	0.8416727272727274	full-sibling
HG01051	HG01051	HG01079	HG01079	6.707	1	6.707	0.12194545454545454	third-degree
HG01051	HG01051	HG01081	HG01081	5.807	1	5.807	0.1055818181818182	third-degree
HG01051	HG01051	HG01082	HG01082	3.249	1	3.249	0.05907272727272728	unrelated
HG01051	HG01051	HG01098	HG01098	3.792	1	3.792	0.06894545454545455	unrelated
HG01051	HG01051	HG01176	HG01176	4.361	1	4.361	0.07929090909090909	unrelated
HG01052	HG01052	HG01052	HG01052	6.031	1	6.031	0.10965454545454545	third-degree
HG01052	HG01052	HG01053	HG01053	52.001	5	23.374	0.9454727272727272	full-sibling
HG01052	HG01052	HG01079	HG01079	8.224	2	4.112	0.14952727272727273	third-degree
HG01052	HG01052	HG01081	HG01081	8.43	2	4.215	0.15327272727272725	third-degree
HG01052	HG01052	HG01101	HG01101	23.060000000000002	2	17.108	0.4192727272727273	full-sibling
HG01052	HG01052	HG01103	HG01103	22.625	2	16.673	0.4113636363636364	full-sibling
HG01052	HG01052	HG01205	HG01205	3.524	1	3.524	0.06407272727272727	unrelated
HG01052	HG01052	HG01383	HG01383	7.031	2	3.905	0.12783636363636364	third-degree
HG01053	HG01053	HG01079	HG01079	10.818999999999999	2	6.707	0.1967090909090909	second-degree
HG01053	HG01053	HG01081	HG01081	10.022	2	5.807	0.18221818181818183	second-degree
HG01053	HG01053	HG01098	HG01098	5.044	1	5.044	0.0917090909090909	third-degree
HG01053	HG01053	HG01101	HG01101	23.060000000000002	2	17.108	0.4192727272727273	full-sibling
HG01053	HG01053	HG01103	HG01103	20.92	2	14.968	0.3803636363636364	full-sibling
HG01053	HG01053	HG01383	HG01383	3.126	1	3.126	0.056836363636363636	unrelated
HG01054	HG01054	HG01056	HG01056	51.081	7	20.583	0.9287454545454547	full-sibling
HG01054	HG01054	HG01183	HG01183	8.448	1	8.448	0.15360000000000001	third-degree
HG01055	HG01055	HG01056	HG01056	38.391	5	10.37	0.6980181818181818	full-sibling
HG01055	HG01055	HG01072	HG01072	7.533	2	4.328	0.13696363636363637	third-degree
HG01055	HG01055	HG01174	HG01174	6.519	1	6.519	0.11852727272727273	third-degree
HG01055	HG01055	HG01175	HG01175	6.519	1	6.519	0.11852727272727273	third-degree
HG01055	HG01055	HG01187	HG01187	5.176	1	5.176	0.0941090909090909	third-degree
HG01055	HG01055	HG01189	HG01189	5.176	1	5.176	0.0941090909090909	third-degree
HG01055	HG01055	HG01197	HG01197	6.23	2	3.205	0.11327272727272727	third-degree
HG01055	HG01055	HG01199	HG01199	11.255	2	8.05	0.20463636363636364	second-degree
HG01056	HG01056	HG01072	HG01072	7.561	2	4.328	0.13747272727272727	third-degree
HG01056	HG01056	HG01174	HG01174	6.519	1	6.519	0.11852727272727273	third-degree
HG01056	HG01056	HG01175	HG01175	6.519	1	6.519	0.11852727272727273	third-degree
HG01056	HG01056	HG01183	HG01183	8.448	1	8.448	0.15360000000000001	third-degree
HG01056	HG01056	HG01187	HG01187	5.176	1	5.176	0.0941090909090909	third-degree
HG01056	HG01056	HG01189	HG01189	5.176	1	5.176	0.0941090909090909	third-degree
HG01056	HG01056	HG01197	HG01197	10.036999999999999	3	3.779	0.18249090909090906	second-degree
HG01056	HG01056	HG01199	HG01199	11.748	1	11.748	0.21359999999999998	second-degree
HG01060	HG01060	HG01062	HG01062	53.737	8	11.646	0.9770363636363637	full-sibling
HG01060	HG01060	HG01072	HG01072	24.863	5	7.174	0.45205454545454543	full-sibling
HG01060	HG01060	HG01074	HG01074	10.556	3	4.004	0.19192727272727272	second-degree
HG01060	HG01060	HG01075	HG01075	3.53	1	3.53	0.06418181818181817	unrelated
HG01060	HG01060	HG01083	HG01083	7.931	1	7.931	0.1442	third-degree
HG01060	HG01060	HG01105	HG01105	11.472999999999999	2	7.365	0.20859999999999998	second-degree
HG01060	HG01060	HG01187	HG01187	3.8	1	3.8	0.06909090909090909	unrelated
HG01060	HG01060	HG01189	HG01189	4.51	1	4.51	0.08199999999999999	unrelated
HG01060	HG01060	HG01197	HG01197	5.293	1	5.293	0.09623636363636363	third-degree
HG01060	HG01060	HG01199	HG01199	5.293	1	5.293	0.09623636363636363	third-degree
HG01060	HG01060	HG01204	HG01204	9.945	3	3.401	0.18081818181818182	third-degree
HG01060	HG01060	HG01206	HG01206	8.647	2	5.371	0.1572181818181818	third-degree
HG01061	HG01061	HG01062	HG01062	54.297	8	10.425	0.9872181818181818	full-sibling
HG01061	HG01061	HG01070	HG01070	3.506	1	3.506	0.06374545454545454	unrelated
HG01061	HG01061	HG01071	HG01071	4.829	1	4.829	0.08779999999999999	unrelated
HG01062	HG01062	HG01067	HG01067	4.423	1	4.423	0.08041818181818182	unrelated
HG01062	HG01062	HG01070	HG01070	3.506	1	3.506	0.06374545454545454	unrelated
HG01062	HG01062	HG01071	HG01071	4.829	1	4.829	0.08779999999999999	unrelated
HG01062	HG01062	HG01075	HG01075	3.53	1	3.53	0.06418181818181817	unrelated
HG01062	HG01062	HG01105	HG01105	14.014	2	7.365	0.25479999999999997	second-degree
HG01066	HG01066	HG01068	HG01068	54.686	6	16.382	0.9942909090909091	full-sibling
HG01066	HG01066	HG01073	HG01073	3.378	1	3.378	0.06141818181818182	unrelated
HG01066	HG01066	HG01094	HG01094	3.083	1	3.083	0.05605454545454546	unrelated
HG01066	HG01066	HG01101	HG01101	7.129	1	7.129	0.1296181818181818	third-degree
HG01066	HG01066	HG01167	HG01167	3.99	1	3.99	0.07254545454545455	unrelated
HG01066	HG01066	HG01192	HG01192	7.848000000000001	2	3.934	0.14269090909090912	third-degree
HG01066	HG01066	HG01197	HG01197	3.527	1	3.527	0.06412727272727273	unrelated
HG01067	HG01067	HG01068	HG01068	48.125	6	19.683	0.875	full-sibling
HG01067	HG01067	HG01080	HG01080	9.172	1	9.172	0.16676363636363636	third-degree
HG01067	HG01067	HG01081	HG01081	9.172	1	9.172	0.16676363636363636	third-degree
HG01067	HG01067	HG01086	HG01086	3.609	1	3.609	0.06561818181818181	unrelated
HG01067	HG01067	HG01087	HG01087	3.609	1	3.609	0.06561818181818181	unrelated
HG01067	HG01067	HG01177	HG01177	3.609	1	3.609	0.06561818181818181	unrelated
HG01067	HG01067	HG01178	HG01178	3.609	1	3.609	0.06561818181818181	unrelated
HG01067	HG01067	HG01375	HG01375	3.569	1	3.569	0.0648909090909091	unrelated
HG01067	HG01067	HG01376	HG01376	3.569	1	3.569	0.0648909090909091	unrelated
HG01068	HG01068	HG01073	HG01073	3.609	1	3.609	0.06561818181818181	unrelated
HG01068	HG01068	HG01080	HG01080	9.172	1	9.172	0.16676363636363636	third-degree
HG01068	HG01068	HG01081	HG01081	9.172	1	9.172	0.16676363636363636	third-degree
HG01068	HG01068	HG01167	HG01167	3.99	1	3.99	0.07254545454545455	unrelated
HG01068	HG01068	HG01192	HG01192	7.848000000000001	2	3.934	0.14269090909090912	third-degree
HG01068	HG01068	HG01197	HG01197	3.527	1	3.527	0.06412727272727273	unrelated
HG01068	HG01068	HG01198	HG01198	3.446	1	3.446	0.06265454545454546	unrelated
HG01068	HG01068	HG01199	HG01199	6.079	1	6.079	0.11052727272727272	third-degree
HG01069	HG01069	HG01071	HG01071	54.838	8	13.394	0.9970545454545455	full-sibling
HG01069	HG01069	HG01083	HG01083	3.672	1	3.672	0.06676363636363637	unrelated
HG01069	HG01069	HG01102	HG01102	5.005	1	5.005	0.091	third-degree
HG01069	HG01069	HG01529	HG01529	3.271	1	3.271	0.059472727272727274	unrelated
HG01070	HG01070	HG01071	HG01071	59.667	10	20.582	1.0848545454545455	full-sibling
HG01070	HG01070	HG01171	HG01171	3.441	1	3.441	0.06256363636363636	unrelated
HG01070	HG01070	HG01182	HG01182	4.752	1	4.752	0.08639999999999999	unrelated
HG01070	HG01070	HG01191	HG01191	4.154	1	4.154	0.07552727272727272	unrelated
HG01071	HG01071	HG01083	HG01083	3.672	1	3.672	0.06676363636363637	unrelated
HG01071	HG01071	HG01171	HG01171	7.182	1	7.182	0.1305818181818182	third-degree
HG01072	HG01072	HG01073	HG01073	8.787	1	8.787	0.15976363636363639	third-degree
HG01072	HG01072	HG01074	HG01074	71.734	5	41.477	1.3042545454545453	full-sibling
HG01072	HG01072	HG01083	HG01083	5.116	1	5.116	0.0930181818181818	third-degree
HG01072	HG01072	HG01087	HG01087	4.166	1	4.166	0.07574545454545455	unrelated
HG01072	HG01072	HG01173	HG01173	7.235	2	4.152	0.13154545454545455	third-degree
HG01072	HG01072	HG01175	HG01175	7.615	2	4.532	0.13845454545454547	third-degree
HG01072	HG01072	HG01183	HG01183	7.91	2	4.696	0.14381818181818182	third-degree
HG01072	HG01072	HG01184	HG01184	10.299	2	6.903	0.18725454545454545	second-degree
HG01072	HG01072	HG01187	HG01187	5.155	1	5.155	0.09372727272727273	third-degree
HG01072	HG01072	HG01189	HG01189	5.866	1	5.866	0.10665454545454545	third-degree
HG01072	HG01072	HG01197	HG01197	9.945	1	9.945	0.18081818181818182	third-degree
HG01072	HG01072	HG01199	HG01199	11.237	2	6.909	0.2043090909090909	second-degree
HG01072	HG01072	HG01204	HG01204	11.188	1	11.188	0.20341818181818183	second-degree
HG01072	HG01072	HG01206	HG01206	13.342	1	13.342	0.2425818181818182	second-degree
HG01073	HG01073	HG01074	HG01074	61.02	9	15.922	1.1094545454545455	full-sibling
HG01073	HG01073	HG01095	HG01095	3.044	1	3.044	0.055345454545454545	unrelated
HG01073	HG01073	HG01100	HG01100	3.446	1	3.446	0.06265454545454546	unrelated
HG01073	HG01073	HG01106	HG01106	4.217	1	4.217	0.07667272727272727	unrelated
HG01073	HG01073	HG01175	HG01175	4.94	1	4.94	0.08981818181818182	unrelated
HG01073	HG01073	HG01183	HG01183	3.214	1	3.214	0.058436363636363634	unrelated
HG01073	HG01073	HG01184	HG01184	3.396	1	3.396	0.06174545454545454	unrelated
HG01073	HG01073	HG01204	HG01204	7.37	1	7.37	0.134	third-degree
HG01073	HG01073	HG01206	HG01206	8.787	1	8.787	0.15976363636363639	third-degree
HG01073	HG01073	HG01247	HG01247	10.057	2	5.847	0.18285454545454546	second-degree
HG01073	HG01073	HG01249	HG01249	3.035	1	3.035	0.055181818181818186	unrelated
HG01074	HG01074	HG01074	HG01074	10.355	1	10.355	0.18827272727272729	second-degree
HG01074	HG01074	HG01081	HG01081	3.089	1	3.089	0.05616363636363636	unrelated
HG01074	HG01074	HG01087	HG01087	4.166	1	4.166	0.07574545454545455	unrelated
HG01074	HG01074	HG01095	HG01095	3.976	1	3.976	0.07229090909090909	unrelated
HG01074	HG01074	HG01098	HG01098	3.127	1	3.127	0.05685454545454545	unrelated
HG01074	HG01074	HG01106	HG01106	4.489	1	4.489	0.08161818181818181	unrelated
HG01074	HG01074	HG01110	HG01110	5.289	1	5.289	0.09616363636363635	third-degree
HG01074	HG01074	HG01173	HG01173	7.235	2	4.152	0.13154545454545455	third-degree
HG01074	HG01074	HG01175	HG01175	7.615	2	4.532	0.13845454545454547	third-degree
HG01074	HG01074	HG01183	HG01183	11.123999999999999	3	4.696	0.20225454545454544	second-degree
HG01074	HG01074	HG01184	HG01184	13.695	3	6.903	0.249	second-degree
HG01074	HG01074	HG01204	HG01204	20.126	2	11.188	0.36592727272727277	full-sibling
HG01074	HG01074	HG01206	HG01206	23.697000000000003	2	13.342	0.4308545454545455	full-sibling
HG01074	HG01074	HG01249	HG01249	7.194	1	7.194	0.1308	third-degree
HG01079	HG01079	HG01081	HG01081	55.559	8	15.033	1.0101636363636364	full-sibling
HG01079	HG01079	HG01111	HG01111	7.108	1	7.108	0.12923636363636362	third-degree
HG01080	HG01080	HG01081	HG01081	48.577	7	13.49	0.8832181818181818	full-sibling
HG01080	HG01080	HG01082	HG01082	6.028	2	3.014	0.10959999999999999	third-degree
HG01080	HG01080	HG01084	HG01084	3.014	1	3.014	0.054799999999999995	unrelated
HG01080	HG01080	HG01182	HG01182	5.843	1	5.843	0.10623636363636364	third-degree
HG01080	HG01080	HG01187	HG01187	3.014	1	3.014	0.054799999999999995	unrelated
HG01080	HG01080	HG01189	HG01189	3.014	1	3.014	0.054799999999999995	unrelated
HG01081	HG01081	HG01082	HG01082	6.028	2	3.014	0.10959999999999999	third-degree
HG01081	HG01081	HG01084	HG01084	3.014	1	3.014	0.054799999999999995	unrelated
HG01081	HG01081	HG01182	HG01182	4.214	1	4.214	0.07661818181818182	unrelated
HG01081	HG01081	HG01187	HG01187	3.014	1	3.014	0.054799999999999995	unrelated
HG01081	HG01081	HG01189	HG01189	3.014	1	3.014	0.054799999999999995	unrelated
HG01082	HG01082	HG01082	HG01082	19.996	2	14.075	0.36356363636363637	second-degree
HG01082	HG01082	HG01084	HG01084	81.753	9	22.571	1.4864181818181819	full-sibling
HG01082	HG01082	HG01104	HG01104	4.191	1	4.191	0.0762	unrelated
HG01082	HG01082	HG01168	HG01168	8.998000000000001	2	4.601	0.16360000000000002	third-degree
HG01082	HG01082	HG01169	HG01169	4.397	1	4.397	0.07994545454545456	unrelated
HG01082	HG01082	HG01171	HG01171	9.99	2	6.181	0.18163636363636365	third-degree
HG01082	HG01082	HG01187	HG01187	28.983000000000004	4	9.47	0.5269636363636364	full-sibling
HG01082	HG01082	HG01189	HG01189	15.766	2	7.883	0.28665454545454544	second-degree
HG01083	HG01083	HG01084	HG01084	56.633	6	26.291	1.0296909090909092	full-sibling
HG01083	HG01083	HG01191	HG01191	6.657	1	6.657	0.12103636363636364	third-degree
HG01083	HG01083	HG01192	HG01192	7.309	1	7.309	0.1328909090909091	third-degree
HG01083	HG01083	HG02881	HG02881	4.185	1	4.185	0.07609090909090908	unrelated
HG01083	HG01083	HG02883	HG02883	4.185	1	4.185	0.07609090909090908	unrelated
HG01084	HG01084	HG01168	HG01168	11.348	1	11.348	0.20632727272727275	second-degree
HG01084	HG01084	HG01169	HG01169	4.909	1	4.909	0.08925454545454545	unrelated
HG01084	HG01084	HG01171	HG01171	13.032	2	9.223	0.23694545454545454	second-degree
HG01084	HG01084	HG01187	HG01187	15.329	2	9.47	0.2787090909090909	second-degree
HG01084	HG01084	HG01189	HG01189	7.883	1	7.883	0.14332727272727272	third-degree
HG01084	HG01084	HG02881	HG02881	4.185	1	4.185	0.07609090909090908	unrelated
HG01084	HG01084	HG02883	HG02883	4.185	1	4.185	0.07609090909090908	unrelated
HG01085	HG01085	HG01087	HG01087	57.083	8	13.485	1.0378727272727273	full-sibling
HG01085	HG01085	HG01094	HG01094	13.169	2	8.959	0.23943636363636364	second-degree
HG01085	HG01085	HG01170	HG01170	3.297	1	3.297	0.059945454545454545	unrelated
HG01086	HG01086	HG01087	HG01087	51.101	9	12.433	0.9291090909090909	full-sibling
HG01086	HG01086	HG01095	HG01095	3.638	1	3.638	0.06614545454545455	unrelated
HG01086	HG01086	HG01097	HG01097	5.36	1	5.36	0.09745454545454546	third-degree
HG01086	HG01086	HG01099	HG01099	8.428	2	5.36	0.15323636363636364	third-degree
HG01086	HG01086	HG01167	HG01167	4.328	1	4.328	0.0786909090909091	unrelated
HG01086	HG01086	HG01174	HG01174	3.445	1	3.445	0.06263636363636363	unrelated
HG01086	HG01086	HG01175	HG01175	5.288	1	5.288	0.09614545454545455	third-degree
HG01086	HG01086	HG01177	HG01177	4.689	1	4.689	0.08525454545454546	unrelated
HG01086	HG01086	HG01178	HG01178	5.603	1	5.603	0.10187272727272727	third-degree
HG01086	HG01086	HG01191	HG01191	8.494	2	5.352	0.15443636363636362	third-degree
HG01087	HG01087	HG01094	HG01094	17.017	2	13.221	0.3094	second-degree
HG01087	HG01087	HG01095	HG01095	3.446	1	3.446	0.06265454545454546	unrelated
HG01087	HG01087	HG01096	HG01096	3.796	1	3.796	0.06901818181818181	unrelated
HG01087	HG01087	HG01174	HG01174	3.173	1	3.173	0.05769090909090909	unrelated
HG01087	HG01087	HG01175	HG01175	5.016	1	5.016	0.0912	third-degree
HG01087	HG01087	HG01177	HG01177	4.689	1	4.689	0.08525454545454546	unrelated
HG01087	HG01087	HG01178	HG01178	5.595	1	5.595	0.10172727272727272	third-degree
HG01087	HG01087	HG01191	HG01191	3.142	1	3.142	0.05712727272727273	unrelated
